ID,Dataset,Video with mistake ID,Step ID,Correct Procedure,Procedure with mistake,Error Validity,Text Plausibility,Confusability / Difficulty to Notice,Procedure Logic,Procedure Logic (Annotator Confidence),Sequence Consistency Score,State-Change Coherence,Taxonomy Fit (Error Type),Video Plausibility,Text–Video Grounding Consistency (episode-level),m,n_yes,n_no,agree_pairs,total_pairs
"EgoPER-Pinwheels pinwheels_u1_a2_error_013 5 ""Clean spoon"",",EgoPER-Pinwheels,pinwheels_u1_a2_error_013,5.0,"""Spread jelly on nut butter"",","""Clean spoon"",",0.0,3.8,2.2,0.0,2.8,5.0,0.0,WE (100%),3.6,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a2_error_013 8 ""Trim end"",",EgoPER-Pinwheels,pinwheels_u1_a2_error_013,8.0,"""Insert toothpick"",","""Trim end"",",0.0,3.2,2.6,0.2,3.0,4.8,0.0,D (100%),3.4,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a2_error_013 9 ""Discard two ends"",",EgoPER-Pinwheels,pinwheels_u1_a2_error_013,9.0,"""Trim end"",","""Discard two ends"",",0.0,3.2,2.6,0.2,3.0,4.8,0.0,"D (80%), C (20%)",3.4,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a2_error_013 18 ""Remove toothpicks from pinwheels"",",EgoPER-Pinwheels,pinwheels_u1_a2_error_013,18.0,"""Slice using floss"",","""Remove toothpicks from pinwheels"",",0.0,3.0,2.2,0.6,2.8,4.0,0.4,"I (80%), S (20%)",4.0,,,,,0.0,
EgoPER-Pinwheels pinwheels_u1_a4_error_033 0 pinwheels_u1_a4_error_033,EgoPER-Pinwheels,pinwheels_u1_a4_error_033,0.0,pinwheels_u1_a5_normal_026,pinwheels_u1_a4_error_033,,,,,,,,,,2.0,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a4_error_033 0 ""Drop tortilla on floor"",",EgoPER-Pinwheels,pinwheels_u1_a4_error_033,0.0,"""Place tortilla on cutting board"",","""Drop tortilla on floor"",",1.0,2.6,1.0,1.0,3.0,2.0,0.8,"S (80%), WE (20%)",3.2,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a4_error_033 1 ""Use spoon to scoop nut butter"",",EgoPER-Pinwheels,pinwheels_u1_a4_error_033,1.0,"""Use knife to scoop nut butter"",","""Use spoon to scoop nut butter"",",0.0,3.2,2.2,0.0,2.8,4.8,0.0,WE (100%),4.4,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a4_error_033 2 ""Use spoon to spread butter onto tortilla"",",EgoPER-Pinwheels,pinwheels_u1_a4_error_033,2.0,"""Spread butter onto tortilla"",","""Use spoon to spread butter onto tortilla"",",0.0,3.8,2.4,0.0,2.8,4.8,0.0,WE (100%),4.2,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a4_error_033 3 ""Clean spoon"",",EgoPER-Pinwheels,pinwheels_u1_a4_error_033,3.0,"""Clean knife"",","""Clean spoon"",",0.0,4.2,2.6,0.0,2.8,4.8,0.0,WE (100%),4.4,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a4_error_033 4 ""Pour sugar onto tortilla"",",EgoPER-Pinwheels,pinwheels_u1_a4_error_033,4.0,"""Use knife to scoop jelly"",","""Pour sugar onto tortilla"",",1.0,2.6,1.6,0.8,2.2,3.4,0.0,I (100%),4.2,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a4_error_033 7 ""Fold tortilla"",",EgoPER-Pinwheels,pinwheels_u1_a4_error_033,7.0,"""Roll tortilla"",","""Fold tortilla"",",0.0,1.8,1.6,0.2,2.8,4.8,0.2,"S (40%), I (20%), WE (40%)",2.6,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a4_error_033 8 ""Unfold tortilla and roll it"",",EgoPER-Pinwheels,pinwheels_u1_a4_error_033,8.0,"""Insert toothpick"",","""Unfold tortilla and roll it"",",0.0,3.4,1.4,0.0,2.8,5.0,0.0,C (100%),3.8,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a4_error_033 10 ""Trim end"",",EgoPER-Pinwheels,pinwheels_u1_a4_error_033,10.0,"""Discard two ends"",","""Trim end"",",0.0,2.6,2.4,0.2,3.0,4.8,0.2,D (100%),3.4,,,,,0.0,
"EgoPER-Pinwheels pinwheels_u1_a4_error_033 11 ""Discard two ends"",",EgoPER-Pinwheels,pinwheels_u1_a4_error_033,11.0,"""Put floss under tortilla"",","""Discard two ends"",",0.0,2.6,2.6,0.2,2.8,4.8,0.2,"D (80%), C (20%)",3.4,,,,,0.0,
EgoPER-Quesadilla quesadilla_u1_a2_error_028 0 quesadilla_u1_a2_error_028,EgoPER-Quesadilla,quesadilla_u1_a2_error_028,0.0,quesadilla_u1_a2_normal_009,quesadilla_u1_a2_error_028,,,,,,,,,,2.0,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a2_error_028 0 ""Place tortilla on table"",",EgoPER-Quesadilla,quesadilla_u1_a2_error_028,0.0,"""Place tortilla on cutting board"",","""Place tortilla on table"",",0.0,2.4,1.0,0.0,3.0,4.8,0.0,WE (100%),2.2,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a2_error_028 1 ""Use knife to scoop Nutella"",",EgoPER-Quesadilla,quesadilla_u1_a2_error_028,1.0,"""Use knife to scoop Nutella"",","""Use knife to scoop Nutella"",",1.0,1.0,1.2,0.2,2.8,4.6,0.0,D (100%),1.6,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a2_error_028 2 ""Spread Nutella onto tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a2_error_028,2.0,"""Spread Nutella onto tortilla"",","""Spread Nutella onto tortilla"",",1.0,1.0,1.2,0.2,2.8,4.6,0.2,D (100%),1.6,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a2_error_028 4 ""Sprinkle cinnamon onto tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a2_error_028,4.0,"""Sprinkle cinnamon onto tortilla"",","""Sprinkle cinnamon onto tortilla"",",1.0,1.8,1.8,0.2,3.0,4.6,0.2,D (100%),2.0,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a2_error_028 5 ""Fold tortilla into quarter-circle"",",EgoPER-Quesadilla,quesadilla_u1_a2_error_028,5.0,"""Fold tortilla"",","""Fold tortilla into quarter-circle"",",1.0,3.6,1.8,0.2,2.8,4.6,0.2,WE (100%),3.6,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a2_error_028 6 ""Rip tortilla by hands"",",EgoPER-Quesadilla,quesadilla_u1_a2_error_028,6.0,"""Slice using knife"",","""Rip tortilla by hands"",",0.0,2.2,1.2,0.2,2.8,4.4,0.2,WE (100%),3.4,,,,,0.0,
EgoPER-Quesadilla quesadilla_u1_a5_error_008 0 quesadilla_u1_a5_error_008,EgoPER-Quesadilla,quesadilla_u1_a5_error_008,0.0,quesadilla_u1_a2_normal_009,quesadilla_u1_a5_error_008,,,,,,,,,,2.0,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_008 3 ""Add a handful of raisins to tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_008,3.0,"""Put banana slices on tortilla"",","""Add a handful of raisins to tortilla"",",1.0,2.8,1.8,0.2,2.6,4.8,0.2,I (100%),3.6,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_008 6 ""Fold tortilla into quarter-circle"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_008,6.0,"""Slice using knife"",","""Fold tortilla into quarter-circle"",",1.0,2.8,1.8,0.2,2.8,4.8,0.2,WE (100%),3.4,,,,,0.0,
EgoPER-Quesadilla quesadilla_u1_a2_error_030 0 quesadilla_u1_a2_error_030,EgoPER-Quesadilla,quesadilla_u1_a2_error_030,0.0,quesadilla_u1_a2_normal_009,quesadilla_u1_a2_error_030,,,,,,,,,,1.4,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a2_error_030 0 ""Drop tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a2_error_030,0.0,"""Place tortilla on cutting board"",","""Drop tortilla"",",1.0,2.8,1.0,1.0,3.0,1.0,1.0,"S (80%), WE (20%)",3.0,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a2_error_030 3 ""Put banana slices on tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a2_error_030,3.0,"""Put banana slices on tortilla"",","""Put banana slices on tortilla"",",1.0,1.6,1.8,0.2,3.0,4.2,0.2,D (100%),3.8,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a2_error_030 5 ""Pour a handful of oatmeals on tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a2_error_030,5.0,"""Fold tortilla"",","""Pour a handful of oatmeals on tortilla"",",1.0,1.4,1.2,0.4,2.6,4.0,0.2,I (100%),3.2,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a2_error_030 8 ""Place tortilla wedges into bowl"",",EgoPER-Quesadilla,quesadilla_u1_a2_error_030,8.0,,"""Place tortilla wedges into bowl"",",0.0,2.0,1.6,0.2,3.0,4.2,0.2,WE (100%),3.6,,,,,0.0,
EgoPER-Quesadilla quesadilla_u1_a5_error_006 0 quesadilla_u1_a5_error_006,EgoPER-Quesadilla,quesadilla_u1_a5_error_006,0.0,quesadilla_u1_a2_normal_009,quesadilla_u1_a5_error_006,,,,,,,,,,4.6,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_006 0 ""Drop tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_006,0.0,"""Place tortilla on cutting board"",","""Drop tortilla"",",0.0,2.4,1.0,0.4,3.0,4.2,0.4,"S (80%), WE (20%)",4.0,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_006 1 ""Discard tortilla and place a new one"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_006,1.0,"""Use knife to scoop Nutella"",","""Discard tortilla and place a new one"",",0.0,3.8,1.0,0.0,3.0,5.0,0.0,"C (80%), I (20%)",4.6,,,,,0.0,
EgoPER-Quesadilla quesadilla_u1_a5_error_006 4 Put banana slices on tortilla,EgoPER-Quesadilla,quesadilla_u1_a5_error_006,4.0,"""Sprinkle cinnamon onto tortilla"",",Put banana slices on tortilla,1.0,1.8,1.8,0.2,3.0,4.8,0.2,D (100%),3.6,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_006 6 ""Pour a handful of oatmeals on tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_006,6.0,"""Slice using knife"",","""Pour a handful of oatmeals on tortilla"",",1.0,1.8,1.0,0.6,2.8,4.0,0.6,I (100%),2.8,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_006 9 ""Place tortilla wedges into bowl"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_006,9.0,,"""Place tortilla wedges into bowl"",",0.0,2.8,1.4,0.2,3.0,4.8,0.2,WE (100%),3.6,,,,,0.0,
EgoPER-Quesadilla quesadilla_u1_a5_error_004 0 quesadilla_u1_a5_error_004,EgoPER-Quesadilla,quesadilla_u1_a5_error_004,0.0,quesadilla_u1_a2_normal_009,quesadilla_u1_a5_error_004,,,,,,,,,,4.6,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_004 0 ""Place tortilla on table"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_004,0.0,"""Place tortilla on cutting board"",","""Place tortilla on table"",",0.0,2.2,1.0,0.2,3.0,4.8,0.0,WE (100%),2.6,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_004 1 ""Use knife to scoop Nutella"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_004,1.0,"""Use knife to scoop Nutella"",","""Use knife to scoop Nutella"",",1.0,1.2,1.0,0.2,2.6,4.8,0.0,D (100%),1.4,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_004 2 ""Spread Nutella onto tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_004,2.0,"""Spread Nutella onto tortilla"",","""Spread Nutella onto tortilla"",",1.0,1.2,1.0,0.2,2.6,4.6,0.2,D (100%),1.4,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_004 4 ""Sprinkle cinnamon onto tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_004,4.0,"""Sprinkle cinnamon onto tortilla"",","""Sprinkle cinnamon onto tortilla"",",1.0,2.0,1.8,0.2,3.0,4.4,0.2,D (100%),1.0,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_004 5 ""Fold tortilla into quarter-circle"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_004,5.0,"""Fold tortilla"",","""Fold tortilla into quarter-circle"",",0.0,3.2,2.0,0.2,2.6,4.6,0.2,WE (100%),3.4,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_004 6 ""Unfold tortilla"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_004,6.0,"""Slice using knife"",","""Unfold tortilla"",",0.0,3.6,1.6,0.0,2.4,4.8,0.0,"C (80%), S (20%)",3.2,,,,,0.0,
"EgoPER-Quesadilla quesadilla_u1_a5_error_004 7 ""Rip tortilla by hands"",",EgoPER-Quesadilla,quesadilla_u1_a5_error_004,7.0,"""Place tortilla wedges on plate"",","""Rip tortilla by hands"",",0.0,2.0,1.0,0.2,2.6,4.8,0.2,"WE (60%), S (40%)",4.0,,,,,0.0,
EgoPER-Tea tea_u1_a4_error_030 0 tea_u1_a4_error_030,EgoPER-Tea,tea_u1_a4_error_030,0.0,tea_u1_a3_normal_028,tea_u1_a4_error_030,,,,,,,,,,4.4,,,,0.0,
"EgoPER-Tea tea_u1_a4_error_030 0 ""Measure 12 ounces of cold water"",",EgoPER-Tea,tea_u1_a4_error_030,0.0,"""Place tea bag in mug"",","""Measure 12 ounces of cold water"",",1.0,2.0,1.8,0.4,2.6,4.6,0.0,D (100%),3.2,,,,,0.0,
"EgoPER-Tea tea_u1_a4_error_030 1 ""Directly pour water to kettle"",",EgoPER-Tea,tea_u1_a4_error_030,1.0,"""Measure 12 ounces of cold water"",","""Directly pour water to kettle"",",1.0,3.2,2.4,0.4,2.8,4.4,0.0,"WE (80%), S (20%)",5.0,,,,,0.0,
"EgoPER-Tea tea_u1_a4_error_030 4 ""Pour water into another mug"",",EgoPER-Tea,tea_u1_a4_error_030,4.0,"""Pour water from kettle into mug"",","""Pour water into another mug"",",1.0,1.0,1.2,0.4,2.6,4.0,0.2,"S (20%), I (20%), WE (60%)",2.0,,,,,0.0,
"EgoPER-Tea tea_u1_a4_error_030 5 ""Move tea bag to new mug"",",EgoPER-Tea,tea_u1_a4_error_030,5.0,"""Steep tea bag in mug for a few seconds"",","""Move tea bag to new mug"",",1.0,4.0,2.4,0.2,2.4,4.6,0.2,C (100%),4.8,,,,,0.0,
"EgoPER-Tea tea_u1_a4_error_030 7 ""Put tea bag into trash can"",",EgoPER-Tea,tea_u1_a4_error_030,7.0,"""Add honey to mug"",","""Put tea bag into trash can"",",1.0,2.2,2.4,0.2,2.6,4.8,0.2,D (100%),3.6,,,,,0.0,
"EgoPER-Tea tea_u1_a4_error_030 9 ""Sprinkle cinnamon"",",EgoPER-Tea,tea_u1_a4_error_030,9.0,"""Hold cup in front of you"",","""Sprinkle cinnamon"",",1.0,1.8,1.4,0.4,2.8,4.6,0.4,I (100%),3.0,,,,,0.0,
EgoPER-Tea tea_u1_a5_error_015 0 tea_u1_a5_error_015,EgoPER-Tea,tea_u1_a5_error_015,0.0,tea_u1_a3_normal_028,tea_u1_a5_error_015,,,,,,,,,,4.8,,,,0.0,
"EgoPER-Tea tea_u1_a5_error_015 4 ""Drop tea bag"",",EgoPER-Tea,tea_u1_a5_error_015,4.0,"""Pour water from kettle into mug"",","""Drop tea bag"",",0.0,3.0,1.0,0.2,2.4,4.8,0.2,"S (60%), I (20%), WE (20%)",2.6,,,,,0.0,
"EgoPER-Tea tea_u1_a5_error_015 5 ""Discard tea bag and place a new one"",",EgoPER-Tea,tea_u1_a5_error_015,5.0,"""Steep tea bag in mug for a few seconds"",","""Discard tea bag and place a new one"",",0.0,4.0,2.2,0.0,3.0,5.0,0.0,C (100%),4.6,,,,,0.0,
"EgoPER-Tea tea_u1_a5_error_015 6 ""Put mug into microwave for 5 seconds"",",EgoPER-Tea,tea_u1_a5_error_015,6.0,"""Put tea bag into trash can"",","""Put mug into microwave for 5 seconds"",",1.0,1.2,1.0,0.4,2.6,3.8,0.0,I (100%),2.8,,,,,0.0,
"EgoPER-Tea tea_u1_a5_error_015 8 ""Put tea bag into trash can"",",EgoPER-Tea,tea_u1_a5_error_015,8.0,"""Stir using spoon"",","""Put tea bag into trash can"",",1.0,2.6,2.0,0.0,2.8,4.6,0.0,D (100%),3.6,,,,,0.0,
"EgoPER-Tea tea_u1_a5_error_015 10 ""Stir using knife"",",EgoPER-Tea,tea_u1_a5_error_015,10.0,,"""Stir using knife"",",0.0,2.4,1.6,0.0,2.8,4.2,0.0,"WE (80%), I (20%)",2.6,,,,,0.0,
EgoPER-Tea tea_u1_a2_error_007 0 tea_u1_a2_error_007,EgoPER-Tea,tea_u1_a2_error_007,0.0,tea_u1_a3_normal_028,tea_u1_a2_error_007,,,,,,,,,,1.4,,,,0.0,
"EgoPER-Tea tea_u1_a2_error_007 4 ""Drop tea bag"",",EgoPER-Tea,tea_u1_a2_error_007,4.0,"""Pour water from kettle into mug"",","""Drop tea bag"",",1.0,3.0,1.0,0.8,2.4,3.0,0.6,"S (80%), WE (20%)",2.8,,,,,0.0,
"EgoPER-Tea tea_u1_a2_error_007 5 ""Put mug into microwave for 5 seconds"",",EgoPER-Tea,tea_u1_a2_error_007,5.0,"""Steep tea bag in mug for a few seconds"",","""Put mug into microwave for 5 seconds"",",1.0,1.0,1.2,0.4,2.6,3.8,0.0,I (100%),2.4,,,,,0.0,
"EgoPER-Tea tea_u1_a2_error_007 7 ""Put tea bag into trash can"",",EgoPER-Tea,tea_u1_a2_error_007,7.0,"""Add honey to mug"",","""Put tea bag into trash can"",",1.0,2.4,2.0,0.2,2.8,4.8,0.2,D (100%),3.6,,,,,0.0,
EgoPER-Tea tea_u1_a1_error_021 0 tea_u1_a1_error_021,EgoPER-Tea,tea_u1_a1_error_021,0.0,tea_u1_a3_normal_028,tea_u1_a1_error_021,,,,,,,,,,1.4,,,,0.0,
"EgoPER-Tea tea_u1_a1_error_021 2 ""Check water temperature"",",EgoPER-Tea,tea_u1_a1_error_021,2.0,"""Transfer water to kettle"",","""Check water temperature"",",1.0,2.2,3.2,0.2,2.8,4.8,0.0,D (100%),3.8,,,,,0.0,
"EgoPER-Tea tea_u1_a1_error_021 3 ""Drop tea bag"",",EgoPER-Tea,tea_u1_a1_error_021,3.0,"""Check water temperature"",","""Drop tea bag"",",1.0,2.8,1.0,1.0,2.6,1.8,0.8,"S (60%), I (20%), WE (20%)",2.2,,,,,0.0,
"EgoPER-Tea tea_u1_a1_error_021 7 ""Add sugar to mug"",",EgoPER-Tea,tea_u1_a1_error_021,7.0,"""Add honey to mug"",","""Add sugar to mug"",",1.0,3.2,2.4,0.2,2.8,4.6,0.2,"S (60%), WE (40%)",3.8,,,,,0.0,
"EgoPER-Tea tea_u1_a1_error_021 8 ""Stir using knife"",",EgoPER-Tea,tea_u1_a1_error_021,8.0,"""Stir using spoon"",","""Stir using knife"",",0.0,2.6,1.8,0.0,2.8,4.6,0.0,WE (100%),2.6,,,,,0.0,
EgoPER-Tea tea_u1_a5_error_011 0 tea_u1_a5_error_011,EgoPER-Tea,tea_u1_a5_error_011,0.0,tea_u1_a3_normal_028,tea_u1_a5_error_011,,,,,,,,,,4.0,,,,0.0,
"EgoPER-Tea tea_u1_a5_error_011 0 ""Measure 12 ounces of cold water"",",EgoPER-Tea,tea_u1_a5_error_011,0.0,"""Place tea bag in mug"",","""Measure 12 ounces of cold water"",",1.0,2.4,2.2,0.2,2.8,4.8,0.0,D (100%),4.0,,,,,0.0,
"EgoPER-Tea tea_u1_a5_error_011 1 ""Directly pour water to kettle"",",EgoPER-Tea,tea_u1_a5_error_011,1.0,"""Measure 12 ounces of cold water"",","""Directly pour water to kettle"",",1.0,3.4,2.4,0.2,2.6,4.8,0.0,"S (40%), C (20%), WE (40%)",4.0,,,,,0.0,
"EgoPER-Tea tea_u1_a5_error_011 6 ""Put mug into microwave for 5 seconds"",",EgoPER-Tea,tea_u1_a5_error_011,6.0,"""Put tea bag into trash can"",","""Put mug into microwave for 5 seconds"",",1.0,1.2,1.0,0.4,2.8,4.0,0.0,I (100%),2.4,,,,,0.0,
"EgoPER-Tea tea_u1_a5_error_011 8 ""Add honey to mug"",",EgoPER-Tea,tea_u1_a5_error_011,8.0,"""Stir using spoon"",","""Add honey to mug"",",1.0,2.6,2.4,0.4,2.8,4.4,0.2,D (100%),2.2,,,,,0.0,
"EgoPER-Tea tea_u1_a5_error_011 9 ""Stir using knife"",",EgoPER-Tea,tea_u1_a5_error_011,9.0,"""Hold cup in front of you"",","""Stir using knife"",",0.0,2.0,2.0,0.2,2.6,4.0,0.2,WE (100%),2.4,,,,,0.0,
EgoOops-blacklight S1800002 0 S1800002,EgoOops-blacklight,S1800002,0.0,S1800001,S1800002,,,,,,,,,,3.8,,,,0.0,
"EgoOops-blacklight S1800002 4 ""Grasp a cup for mixing liquid""",EgoOops-blacklight,S1800002,4.0,"""Shine a black light on each liquid to examine its luminescence color."",","""Grasp a cup for mixing liquid""",,4.2,2.4,0.0,2.6,4.6,0.0,I (100%),4.8,,,,,0.0,
"EgoOops-blacklight S1800002 5 ""Grasp a cup of water""",EgoOops-blacklight,S1800002,5.0,"""Mix powdered detergent, red, and green liquid in a cup."",","""Grasp a cup of water""",,4.2,2.2,0.0,2.6,4.4,0.0,I (100%),4.6,,,,,0.0,
"EgoOops-blacklight S1800002 8 ""Grasp a cup of water""",EgoOops-blacklight,S1800002,8.0,,"""Grasp a cup of water""",,4.0,1.8,0.0,2.6,4.4,0.0,I (100%),4.6,,,,,0.0,
EgoOops-blacklight S1800003 0 S1800003,EgoOops-blacklight,S1800003,0.0,S1800001,S1800003,,,,,,,,,,3.8,,,,0.0,
"EgoOops-blacklight S1800003 2 ""Pour about 15mL of water into a cup, dip the tip of a yellow highlighter in the water and squeeze out some drops but should only one drop."",",EgoOops-blacklight,S1800003,2.0,"""Pour about 15mL of water into a cup, dip the tip of a yellow highlighter in the water and squeeze out a drop."",","""Pour about 15mL of water into a cup, dip the tip of a yellow highlighter in the water and squeeze out some drops but should only one drop."",",,1.2,1.4,0.2,2.6,4.8,0.0,"WE (80%), I (20%)",3.4,,,,,0.0,
EgoOops-blacklight S1800004 0 S1800004,EgoOops-blacklight,S1800004,0.0,S1800001,S1800004,,,,,,,,,,3.8,,,,0.0,
"EgoOops-blacklight S1800004 0 ""Knock over an empty cup""",EgoOops-blacklight,S1800004,0.0,"""Pour about 15mL of water into a cup, dip the tip of a red highlighter in the water and squeeze out a drop."",","""Knock over an empty cup""",,3.0,1.0,0.2,2.6,4.6,0.2,"S (80%), WE (20%)",4.8,,,,,0.0,
"EgoOops-blacklight S1800004 4 ""Grasp an empty cup""",EgoOops-blacklight,S1800004,4.0,"""Shine a black light on each liquid to examine its luminescence color."",","""Grasp an empty cup""",,3.4,2.0,0.0,2.8,4.8,0.0,I (100%),4.4,,,,,0.0,
"EgoOops-blacklight S1800004 6 ""Use yellow liquid but should use green liquid""",EgoOops-blacklight,S1800004,6.0,"""Mix powdered detergent and yellow liquid in a cup."",","""Use yellow liquid but should use green liquid""",,2.0,1.8,1.0,1.8,3.6,0.4,"WE (80%), S (20%)",3.8,,,,,0.0,
"EgoOops-blacklight S1800004 7 ""Use green liquid but should use yellow liquid""",EgoOops-blacklight,S1800004,7.0,"""Check the color of the mixed liquid by shining a black light on it to see if it turns white.""","""Use green liquid but should use yellow liquid""",,2.0,1.8,1.0,1.8,3.6,0.4,"WE (80%), S (20%)",4.0,,,,,0.0,
EgoOops-blacklight S1800005 0 S1800005,EgoOops-blacklight,S1800005,0.0,S1800001,S1800005,,,,,,,,,,3.2,,,,0.0,
"EgoOops-blacklight S1800005 0 ""Pour much water but should pour about 15 ml and knock over an empty cup""",EgoOops-blacklight,S1800005,0.0,"""Pour about 15mL of water into a cup, dip the tip of a red highlighter in the water and squeeze out a drop."",","""Pour much water but should pour about 15 ml and knock over an empty cup""",,3.0,1.6,0.0,2.8,4.8,0.0,WE (100%),3.4,,,,,0.0,
"EgoOops-blacklight S1800005 1 ""Pour much water after squeezing the ink but should pour about 15 ml before squeezing""",EgoOops-blacklight,S1800005,1.0,"""Pour about 15mL of water into a cup, dip the tip of a green highlighter in the water and squeeze out a drop."",","""Pour much water after squeezing the ink but should pour about 15 ml before squeezing""",,2.6,1.4,0.0,2.8,4.8,0.0,WE (100%),3.2,,,,,0.0,
"EgoOops-blacklight S1800005 2 ""Pour much water after squeezing the ink but should pour about 15 ml before squeezing""",EgoOops-blacklight,S1800005,2.0,"""Pour about 15mL of water into a cup, dip the tip of a yellow highlighter in the water and squeeze out a drop."",","""Pour much water after squeezing the ink but should pour about 15 ml before squeezing""",,2.6,1.4,0.0,2.8,5.0,0.0,WE (100%),3.4,,,,,0.0,
"EgoOops-blacklight S1800005 3 ""Pour much water but should pour about 15 ml""",EgoOops-blacklight,S1800005,3.0,"""Take out the powdered detergent into a cup, add about 15mL of water and dissolve it."",","""Pour much water but should pour about 15 ml""",,1.8,1.4,0.0,2.6,4.6,0.0,WE (100%),3.8,,,,,0.0,
"EgoOops-blacklight S1800005 4 ""Shine on green liquid, yellow liquid, and red liquid but should also shine on powdered detergent""",EgoOops-blacklight,S1800005,4.0,"""Shine a black light on each liquid to examine its luminescence color."",","""Shine on green liquid, yellow liquid, and red liquid but should also shine on powdered detergent""",,2.8,2.0,0.2,2.8,4.6,0.2,WE (100%),3.8,,,,,0.0,
"EgoOops-blacklight S1800005 5 ""Mix red liquid and green liquid with detergent individually but should mix all in a cup""",EgoOops-blacklight,S1800005,5.0,"""Mix powdered detergent, red, and green liquid in a cup."",","""Mix red liquid and green liquid with detergent individually but should mix all in a cup""",,2.8,1.4,1.0,2.4,4.0,0.6,WE (100%),3.4,,,,,0.0,
"EgoOops-blacklight S1800005 6 ""Grasp blacklight""",EgoOops-blacklight,S1800005,6.0,"""Mix powdered detergent and yellow liquid in a cup."",","""Grasp blacklight""",,3.4,1.4,0.0,2.5,4.25,0.0,I (100%),3.6,,,,,0.0,
"EgoOops-blacklight S1800005 7 ""Pour powdered detergent into a cup of yellow liquid but should mix in an empty cup""",EgoOops-blacklight,S1800005,7.0,"""Check the color of the mixed liquid by shining a black light on it to see if it turns white.""","""Pour powdered detergent into a cup of yellow liquid but should mix in an empty cup""",,2.0,2.0,1.0,2.25,3.25,0.25,"I (40%), WE (40%), S (20%)",3.8,,,,,0.0,
"EgoOops-blacklight S1800005 8 ""Grasp black light""",EgoOops-blacklight,S1800005,8.0,,"""Grasp black light""",,3.4,1.6,0.0,2.5,4.25,0.0,I (100%),3.8,,,,,0.0,
"EgoOops-blacklight S1800005 11 ""Mix all the liquid and shine a black light on it""",EgoOops-blacklight,S1800005,11.0,,"""Mix all the liquid and shine a black light on it""",,1.8,1.4,1.0,2.6,3.8,0.0,I (100%),3.2,,,,,0.0,
EgoOops-blacklight S1800006 0 S1800006,EgoOops-blacklight,S1800006,0.0,S1800001,S1800006,,,,,,,,,,4.2,,,,0.0,
